X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,y
-0.8706673675751613,-1.245557134040379,-0.5787530687697242,-0.6685849078235935,-1.4638673248164507,1.662089273396119,1.2659839942211901,-0.5135742530435894,-0.17368879689865868,-1.4005241153977386,0.24747395386163307,-0.9167314849417249,1.493415470878337,0.1437002298702037,-0.8294720526755277,0
-0.6350063394514477,-0.7671930590763163,-0.6227895739124609,-0.9358066327106239,-2.6796575016537085,0.5396993286040553,-1.0768204828517591,1.7677479999030532,-1.6178831293491724,0.2768061704181131,0.667414504566461,0.18721688239238193,-1.4815048917046938,2.2925723293538747,-1.4673968301499103,0
-0.7416347979303776,-1.4063078313721997,0.8846427631297402,-0.22089567935185792,0.5123089920688484,-1.1226445237478035,0.013639616218855885,0.18473518214821386,-2.3380222178402885,-0.36399174871529594,-1.1931064659795818,0.44710540209529054,0.764680098111151,0.6501000916215119,-0.6614421643789732,0
0.256207664002708,-1.030754171469645,-0.6608175753508854,-0.25276353328589973,-0.8001488007943949,-0.7024346042672274,-0.8683072376159715,1.830657607728795,1.324052095383389,2.3963099127343845,-1.0951007749651502,1.9653131058927702,1.0375022578259334,-0.14370549738517702,-0.43149472722102034,1
-1.0236022517013952,-0.08934279334405204,-1.2074790174736305,0.6135744224851782,-0.7569008867976493,-1.37872616691438,-0.4462614149840323,-2.8814540470370242,-0.20398277981364776,-0.7384697356583467,0.8270598493410418,0.1385054384745242,1.1108988436839748,2.8964024103570334,-0.7388811894302949,0
-1.164901051986555,-0.9567761539441215,1.5647848191249447,-0.8077425344836214,0.10020382312549586,-0.12551539267741518,1.3338330103789886,-0.37407034039828513,-1.830780341828456,0.8933559029610104,0.5639862297607647,1.6238015716230398,-3.394640093414353,-1.2057521976381316,-2.3213888931002478,0
-0.6263450192801239,0.36507581124029975,-0.793815333724081,-1.8938433285925167,-0.7240331211455772,0.21949947517750318,-1.17133705222261,1.0512632069814976,1.5174102233759703,-0.3777557256297813,0.09246199739705671,-1.6962561405515344,0.8932406228526543,-0.3909220665466705,-3.626234115454304,0
0.3440967089767306,-1.4573585439123324,0.03281031926571398,1.1672112770528855,0.30589576459798773,-1.207557913295842,-1.5973783427770827,-0.5061395248324261,-1.3927112038388771,1.8028390825988747,0.5366280060561999,-0.19553546070586114,0.31168916793796747,0.7803314968027724,-0.9644689183597523,1
-0.03815631281281229,-0.18642332523541036,-0.3393162130149017,1.7283563420830905,-0.27070645060874166,-0.3098988690636304,0.9286858779510176,0.06722762406949552,1.2744010511150716,1.8533242081214936,1.6500595171410337,1.3807903938645487,-1.426817407765201,3.4359860963389797,3.1811367007940223,1
-0.4098198411771071,-1.4636223842985687,-0.9851870355336219,0.16587673545523246,-0.7460631086982037,-0.2283714122868551,1.846172450183959,-1.045586242624582,-0.04928308860876282,2.4059401700138263,1.566912744398638,2.8263157245909967,0.5198579469338783,-0.8536865594507829,1.334623224787608,1
